product,title,rating,body
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Really good for the price,5.0,I got these a couple of days ago to replace my in‐ear earphones. I just wanted the cheapest pair of Sony wireless ones. I put them on not expecting much but the sound quality for £35 is much better than I was expecting. I'm no expert but these seem brilliant to my novice ears. I feel like I'm in the room with the musicians. I will never go back to earphones again.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Comfortable Headset,5.0,I do use this headset for hours at a time (I love audiobooks). My only wrinkle is if I want to link this to multiple devices it really struggles with this so its best to just connect to one device at a time which is a shame but a minor thing really. The battery lasts for a long time I can use it all day and I do. Highly recommended.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","A great buy, the battery is amazing!!",5.0,"I upgraded to Bluetooth & was not disappointed, good sound, easy to use & comfy.I'm very impressed with the battery life, I use them for an hour in the morning & an hour in the evening on the train to & from work. I charged them up fully when they first arrived, I've had them a month & haven't had to re-charge them yet!!The noise reduction's not as good as my old pair of sonys but that's only when I listen to them on the platform of a busy train station so... all in all good value for money."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Awesome budget headphones,5.0,"This is my second set of these but for a good reason! They get used daily by a young teenager so they suffer a fair amount of abuse/carelessness and they've handled a full year of that so I'm happy to replace them with a new set of the same item. Considering the cost, a full year of pretty hard knocks is great, not to mention they look good, sound good and have amazing battery life."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great for Running,5.0,"I purchased these for when I go out on a run and I can honestly say they’re probably the best ones I’ve had, prior to these I tried all different brands but none of them matched the audio quality and comfort that these offer, they sit well on your nuggen whilst you’re running with no movement at all.The battery life on them is great, I charged them to full when I first got them and they’re still going about 3 weeks later after 30 mins use every other day.Definitely worth trying them to see if they suit you."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",IT DOES WHAT IT SAYS IT DOES,5.0,SUPER PLEASED WITH THIS PRODUCT. I AM BUYING A SECOND ONE FOR MY PARTNER SOON. I HAVE BEEN USING IT FOR AN HOUR OF A WORKOUT FOR OVER 2 WEEKS NOW AND STILL DIDN'T NEED TO RECHARGE. SOUND ABSOLUTELY BRILLIANT AND EASY TO USE. NO FUSS AT ALL LIKE MY PREVIOUS PAIR. WELL DONE SONY.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Easy to use, decent sound quality (to my ears anyway), good value",5.0,"I got these for listening to music and making calls whilst stuck at home during lockdown. They work really well, connect to bluetooth easily, tell you how much charge they have left and have pretty good sound.I'm not a huge music snob so I'm sure others could critique the sound but for me they've been perfectly ok and at the price they're asking for them seem good value.They also work well for making calls with no one complaining about the sound quality when I've been on teleconferences etc."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sound perfect for the price,5.0,"Quality of sound perfect, respect the price.Really comfortable when you wear.The 3 bottoms are easy to find and use."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Headphone,4.0,"Very good product. Long lasting battery, for my use. Easly adjustable."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Uncomfortable,3.0,Did not like them sent them back the head band had no padding I don't have any hair on top and found them extremely uncomfortable probably ok for someone with plenty of hair
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sidetone function problem,5.0,"The main problem is the Sidetone function that you cannot disable. It sends all the noise from the environment surrounding you back to you. Thus you hear everything including your voice twice. It is impossible to disable it. Thus, the mic is not useful at all.===I set the rating to 5 stars as this headphones are much better than others I tried recently with similar price."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent sound for an easily affordable product,5.0,"There is good sound balance from these blue-tooth earphones, which are made even more attractive by the price.  Sony has a fine reputation and has made this product to its usually high standards, at a price affordable to most"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great headphones until...,4.0,"Until they got wet, unfortunately they took a sort of a swim in my bag and I've lost them after almost a year, they were really great for Zoom meetings and listening to music, not so great with the noise cancellation tho"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great budget friendly headphones,5.0,"Easy to pair with devices, great battery life and good sound quality."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Ready for ear pain?,1.0,I preferred this over other brands but they are very unpleasant on the ears and head. Gives me a head and pain around my ears. I would not recommend this. Extremely disappointed.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sound Quality,3.0,"They’re very flimsy and not the greatest sound around town!! I feel I wanna put an elastic band around my head to make them sound lounder.. Great charge they’ve never died in me yet., If only the sound quality was better I’d be 100% satisfied"
